General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Maintenance and Repair,01/15/2025,Sales Receipt,2237,Rice-Block,,Undeposited Funds,0.00,"54,777.41"
,Maintenance and Repair,01/29/2025,Invoice,2218,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"54,777.41"
,Maintenance and Repair,01/29/2025,Sales Receipt,2235,"Willms, Ratke and Little",,Undeposited Funds,0.00,"54,777.41"
,Maintenance and Repair,02/08/2025,Invoice,2259,Romaguera and Sons,,Accounts Receivable (A/R),0.00,"54,777.41"
,Maintenance and Repair,02/11/2025,Deposit,,,,Checking,"31,427.86","86,205.27"
,Maintenance and Repair,03/11/2025,Invoice,2291,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,03/19/2025,Invoice,2286,Huel-Botsford,,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,03/20/2025,Invoice,2274,Thompson-Aufderhar,,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,03/26/2025,Invoice,2281,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,03/26/2025,Invoice,2281,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,04/04/2025,Invoice,2315,Hammes LLC,,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,04/06/2025,Invoice,2307,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"86,205.27"
,Maintenance and Repair,04/17/2025,Deposit,,,,Savings,"10,174.49","96,379.76"
,Maintenance and Repair,04/20/2025,Invoice,2309,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,04/26/2025,Invoice,2306,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,05/03/2025,Invoice,2359,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,05/10/2025,Invoice,2340,Prohaska LLC,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,05/10/2025,Invoice,2340,Prohaska LLC,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,05/19/2025,Invoice,2352,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,05/22/2025,Sales Receipt,2367,Shanahan LLC,,Undeposited Funds,0.00,"96,379.76"
,Maintenance and Repair,05/24/2025,Sales Receipt,2362,"Crooks, Pollich and Mertz",,Undeposited Funds,0.00,"96,379.76"
,Maintenance and Repair,06/16/2025,Credit Memo,2410,Welch Inc,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,06/18/2025,Invoice,2392,Nienow-Mitchell,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,06/21/2025,Invoice,2387,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,07/10/2025,Credit Memo,2449,Welch Inc,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,07/26/2025,Invoice,2415,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,08/15/2025,Sales Receipt,2475,Johnston-Berge,,Undeposited Funds,0.00,"96,379.76"
,Maintenance and Repair,08/16/2025,Invoice,2456,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"96,379.76"
,Maintenance and Repair,08/18/2025,Sales Receipt,2474,"Auer, Keeling and Steuber",,Undeposited Funds,0.00,"96,379.76"
,Maintenance and Repair,08/20/2025,Sales Receipt,2482,Shanahan LLC,,Undeposited Funds,0.00,"96,379.76"
,Maintenance and Repair,09/08/2025,Deposit,,,,Savings,"8,312.99","104,692.75"
,Maintenance and Repair,09/14/2025,Invoice,2504,Becker-Adams,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,09/20/2025,Invoice,2491,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,09/20/2025,Invoice,2493,Greenholt-Cassin,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,09/29/2025,Invoice,2512,Prohaska LLC,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,10/10/2025,Invoice,2546,Sauer Group,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,10/10/2025,Invoice,2548,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,10/21/2025,Invoice,2550,Becker-Adams,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,10/25/2025,Invoice,2536,Leuschke-Ernser,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,10/28/2025,Invoice,2549,Fadel LLC,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,11/10/2025,Invoice,2595,Hand LLC,,Accounts Receivable (A/R),0.00,"104,692.75"
,Maintenance and Repair,11/12/2025,Sales Receipt,2598,Becker-Adams,,Undeposited Funds,0.00,"104,692.75"
,Maintenance and Repair,11/14/2025,Invoice,1025,Amy's Bird Sanctuary,Maintenance & Repair,Accounts Receivable (A/R),50.00,"104,742.75"
,Maintenance and Repair,11/17/2025,Invoice,2580,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,11/24/2025,Sales Receipt,2602,"Lehner, Hane and Borer",,Undeposited Funds,0.00,"104,742.75"
,Maintenance and Repair,11/30/2025,Credit Memo,2612,Ebert-Krajcik,,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,12/13/2025,Sales Receipt,2638,Leuschke-Ernser,,Undeposited Funds,0.00,"104,742.75"
,Maintenance and Repair,12/14/2025,Invoice,2619,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,12/20/2025,Invoice,2632,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,12/21/2025,Invoice,2617,Rice-Block,,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,12/23/2025,Invoice,2614,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),0.00,"104,742.75"
,Maintenance and Repair,12/25/2025,Deposit,,,,Savings,"13,821.69","118,564.44"
Total for Maintenance and Repair,,,,,,,,"$118,564.44",
Total for Labor with sub-accounts,,,,,,,,"$373,048.76",
Total for Landscaping Services with sub-accounts,,,,,,,,"$1,463,688.30",
Other Income,,,,,,,,,
,Other Income,01/02/2023,Invoice,1421,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,0.00
,Other Income,01/07/2023,Sales Receipt,1427,Kub and Sons,,Undeposited Funds,0.00,0.00
,Other Income,01/09/2023,Invoice,1414,Bergstrom LLC,,Accounts Receivable (A/R),0.00,0.00
,Other Income,01/29/2023,Invoice,1408,Hammes LLC,,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/01/2023,Sales Receipt,1455,"Lindgren, Wiegand and White",,Undeposited Funds,0.00,0.00
,Other Income,02/04/2023,Credit Memo,1460,Bahringer Inc,,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/07/2023,Invoice,1447,Nienow-Mitchell,,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/14/2023,Invoice,1445,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/14/2023,Invoice,1445,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/16/2023,Invoice,1440,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),0.00,0.00
,Other Income,02/22/2023,Sales Receipt,1450,Bergstrom LLC,,Undeposited Funds,0.00,0.00
,Other Income,03/31/2023,Invoice,1461,Ebert-Krajcik,,Accounts Receivable (A/R),0.00,0.00
,Other Income,04/02/2023,Invoice,1497,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,0.00
,Other Income,04/02/2023,Invoice,1499,Greenholt-Cassin,,Accounts Receivable (A/R),0.00,0.00
,Other Income,04/11/2023,Invoice,1490,Nienow-Mitchell,,Accounts Receivable (A/R),0.00,0.00
,Other Income,04/12/2023,Sales Receipt,1508,Nienow-Mitchell,,Undeposited Funds,0.00,0.00
,Other Income,05/01/2023,Invoice,1535,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,0.00
,Other Income,05/07/2023,Sales Receipt,1546,"Lindgren, Wiegand and White",,Undeposited Funds,0.00,0.00
,Other Income,05/11/2023,Invoice,1536,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,0.00
,Other Income,05/26/2023,Invoice,1524,Grant and Sons,,Accounts Receivable (A/R),0.00,0.00
,Other Income,05/26/2023,Invoice,1525,Morar-Ernser,,Accounts Receivable (A/R),0.00,0.00
,Other Income,05/28/2023,Invoice,1522,Baumbach-Botsford,,Accounts Receivable (A/R),0.00,0.00
,Other Income,05/31/2023,Deposit,,,,Savings,"5,420.14","5,420.14"
,Other Income,06/14/2023,Invoice,1562,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,06/17/2023,Sales Receipt,1579,Schoen-O'Reilly,,Undeposited Funds,0.00,"5,420.14"
,Other Income,06/20/2023,Invoice,1564,Nienow-Mitchell,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,07/17/2023,Sales Receipt,1605,Sauer Group,,Undeposited Funds,0.00,"5,420.14"
,Other Income,07/19/2023,Invoice,1593,Bahringer Inc,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,07/24/2023,Sales Receipt,1607,Romaguera and Sons,,Undeposited Funds,0.00,"5,420.14"
,Other Income,08/16/2023,Invoice,1617,Krajcik Inc,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,09/07/2023,Invoice,1656,Welch Inc,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,09/22/2023,Invoice,1651,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,10/01/2023,Sales Receipt,1707,Greenholt-Cassin,,Undeposited Funds,0.00,"5,420.14"
,Other Income,10/13/2023,Sales Receipt,1710,Greenholt-Cassin,,Undeposited Funds,0.00,"5,420.14"
,Other Income,10/23/2023,Invoice,1699,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/04/2023,Invoice,1725,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/13/2023,Credit Memo,1753,"Lehner, Hane and Borer",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/17/2023,Invoice,1722,Kub and Sons,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/19/2023,Invoice,1729,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/20/2023,Invoice,1720,Hand LLC,,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,11/26/2023,Invoice,1738,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),0.00,"5,420.14"
,Other Income,12/10/2023,Deposit,,,,Checking,"2,150.30","7,570.44"
,Other Income,12/11/2023,Invoice,1770,Welch Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,12/17/2023,Invoice,1765,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,12/17/2023,Invoice,1765,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,12/22/2023,Sales Receipt,1778,Prohaska LLC,,Undeposited Funds,0.00,"7,570.44"
,Other Income,01/03/2024,Invoice,1798,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,01/14/2024,Invoice,1793,Huels Group,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,01/14/2024,Invoice,1795,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,01/14/2024,Invoice,1806,"Lehner, Hane and Borer",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,01/17/2024,Invoice,1805,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,02/06/2024,Invoice,1825,Bahringer Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,02/16/2024,Invoice,1826,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/02/2024,Invoice,1863,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/10/2024,Sales Receipt,1872,Shanahan LLC,,Undeposited Funds,0.00,"7,570.44"
,Other Income,03/12/2024,Invoice,1858,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/13/2024,Invoice,1867,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/17/2024,Sales Receipt,1873,Mohr-Koch,,Undeposited Funds,0.00,"7,570.44"
,Other Income,03/23/2024,Invoice,1851,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/23/2024,Invoice,1851,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,03/26/2024,Invoice,1852,Ebert-Krajcik,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/02/2024,Invoice,1900,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/06/2024,Invoice,1883,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/11/2024,Invoice,1892,Welch Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/15/2024,Invoice,1897,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/15/2024,Invoice,1901,"Lehner, Hane and Borer",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,04/18/2024,Credit Memo,1914,Greenholt-Cassin,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,05/07/2024,Invoice,1924,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,05/25/2024,Invoice,1932,Krajcik Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,06/10/2024,Invoice,1961,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,06/13/2024,Invoice,1967,Johnston-Berge,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,06/26/2024,Sales Receipt,1973,"Kiehn, Franecki and Nicolas",,Undeposited Funds,0.00,"7,570.44"
,Other Income,06/27/2024,Invoice,1956,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/05/2024,Invoice,1988,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/05/2024,Invoice,1988,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/07/2024,Invoice,2000,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/08/2024,Invoice,1987,Morar-Ernser,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/09/2024,Invoice,1983,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,07/09/2024,Sales Receipt,2010,Johnston-Berge,,Undeposited Funds,0.00,"7,570.44"
,Other Income,07/18/2024,Sales Receipt,2009,Glover-Pfannerstill,,Undeposited Funds,0.00,"7,570.44"
,Other Income,07/21/2024,Credit Memo,2018,Bahringer Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,08/07/2024,Invoice,2032,Sauer Group,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,08/28/2024,Sales Receipt,2047,Krajcik Inc,,Undeposited Funds,0.00,"7,570.44"
,Other Income,09/03/2024,Invoice,2059,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,09/06/2024,Invoice,2071,Bergstrom LLC,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,09/06/2024,Invoice,2071,Bergstrom LLC,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,09/09/2024,Invoice,2076,Greenholt-Cassin,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,09/29/2024,Invoice,2068,Skiles Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,10/05/2024,Invoice,2104,Prohaska LLC,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,10/06/2024,Credit Memo,2129,Welch Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,10/17/2024,Invoice,2109,"Glover, Bode and Raynor",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,10/28/2024,Sales Receipt,2116,Bergstrom LLC,,Undeposited Funds,0.00,"7,570.44"
,Other Income,10/31/2024,Invoice,2113,Lind-Willms,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,11/09/2024,Invoice,2132,Skiles Inc,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,11/12/2024,Invoice,2134,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,11/13/2024,Sales Receipt,2156,Morar-Ernser,,Undeposited Funds,0.00,"7,570.44"
,Other Income,11/15/2024,Invoice,2133,Fadel-Oberbrunner,,Accounts Receivable (A/R),0.00,"7,570.44"
,Other Income,11/21/2024,Sales Receipt,2160,Rice-Block,,Undeposited Funds,0.00,"7,570.44"
,Other Income,11/28/2024,Deposit,,,,Savings,"16,899.16","24,469.60"
,Other Income,11/28/2024,Deposit,,,,Checking,"4,734.68","29,204.28"
,Other Income,12/08/2024,Invoice,2194,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,12/09/2024,Invoice,2174,Rice-Block,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,12/09/2024,Invoice,2191,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,12/12/2024,Invoice,2182,Fadel-Oberbrunner,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,01/03/2025,Invoice,2223,Fadel LLC,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,01/07/2025,Invoice,2217,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,01/19/2025,Invoice,2222,Becker-Adams,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,01/24/2025,Sales Receipt,2234,"Glover, Bode and Raynor",,Undeposited Funds,0.00,"29,204.28"
,Other Income,01/28/2025,Invoice,2213,Lind-Willms,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,02/12/2025,Invoice,2257,Hammes LLC,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,02/16/2025,Invoice,2256,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,03/03/2025,Credit Memo,2302,Fadel LLC,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,03/16/2025,Invoice,2275,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,03/24/2025,Invoice,2278,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,03/28/2025,Sales Receipt,2299,Rice-Block,,Undeposited Funds,0.00,"29,204.28"
,Other Income,04/14/2025,Invoice,2304,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,04/20/2025,Invoice,2317,"Lehner, Hane and Borer",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,05/06/2025,Invoice,2354,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,05/10/2025,Invoice,2345,"Auer, Keeling and Steuber",,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,05/21/2025,Invoice,2343,Johnston-Berge,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,05/24/2025,Sales Receipt,2364,Johnston-Berge,,Undeposited Funds,0.00,"29,204.28"
,Other Income,05/26/2025,Invoice,2360,Mayert-Lehner,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,06/03/2025,Sales Receipt,2409,Becker-Adams,,Undeposited Funds,0.00,"29,204.28"
,Other Income,06/04/2025,Invoice,2388,Kub and Sons,,Accounts Receivable (A/R),0.00,"29,204.28"
,Other Income,06/08/2025,Deposit,,,,Checking,"56,312.95","85,517.23"
,Other Income,06/12/2025,Invoice,2389,"Lynch, Ziemann and Wehner",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/16/2025,Invoice,2381,Johnston-Berge,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/16/2025,Invoice,2393,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/17/2025,Sales Receipt,2406,Watsica-Gottlieb,,Undeposited Funds,0.00,"85,517.23"
,Other Income,06/19/2025,Invoice,2396,Kub and Sons,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/21/2025,Invoice,2382,Krajcik Inc,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/22/2025,Invoice,2385,Kub and Sons,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,06/22/2025,Sales Receipt,2402,Morar-Ernser,,Undeposited Funds,0.00,"85,517.23"
,Other Income,07/11/2025,Invoice,2422,"Mohr, Haag and Labadie",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,07/15/2025,Invoice,2419,Hammes LLC,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/03/2025,Invoice,2466,"Romaguera, Heller and Mertz",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/07/2025,Invoice,2453,Ebert-Krajcik,,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/07/2025,Credit Memo,2488,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/11/2025,Invoice,2460,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/18/2025,Invoice,2461,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/18/2025,Invoice,2461,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),0.00,"85,517.23"
,Other Income,08/20/2025,Deposit,,,,Savings,"12,704.74","98,221.97"
,Other Income,08/23/2025,Invoice,2473,Thompson-Aufderhar,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,09/03/2025,Invoice,2490,Bahringer Inc,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,09/09/2025,Invoice,2505,Shanahan LLC,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,09/09/2025,Invoice,2505,Shanahan LLC,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,09/10/2025,Sales Receipt,2513,"Kiehn, Franecki and Nicolas",,Undeposited Funds,0.00,"98,221.97"
,Other Income,09/15/2025,Invoice,2500,Baumbach-Botsford,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,09/23/2025,Sales Receipt,2515,Mohr-Koch,,Undeposited Funds,0.00,"98,221.97"
,Other Income,09/26/2025,Sales Receipt,2518,Leuschke-Ernser,,Undeposited Funds,0.00,"98,221.97"
,Other Income,10/04/2025,Invoice,2538,Baumbach-Botsford,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/10/2025,Invoice,2548,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/13/2025,Sales Receipt,2556,Hand LLC,,Undeposited Funds,0.00,"98,221.97"
,Other Income,10/16/2025,Invoice,2531,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/16/2025,Invoice,2531,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/17/2025,Invoice,2532,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/18/2025,Sales Receipt,2561,Hammes LLC,,Undeposited Funds,0.00,"98,221.97"
,Other Income,10/22/2025,Sales Receipt,2559,Lind-Willms,,Undeposited Funds,0.00,"98,221.97"
,Other Income,10/25/2025,Credit Memo,2568,Bahringer Inc,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,10/26/2025,Invoice,2547,Krajcik Inc,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,11/10/2025,Sales Receipt,2603,Johnston-Berge,,Undeposited Funds,0.00,"98,221.97"
,Other Income,11/11/2025,Invoice,2572,Mayert-Lehner,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,11/14/2025,Invoice,2574,Glover-Pfannerstill,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,11/17/2025,Invoice,2580,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,12/09/2025,Invoice,2635,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,12/23/2025,Invoice,2615,Ebert-Krajcik,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,12/27/2025,Invoice,2623,Greenholt-Cassin,,Accounts Receivable (A/R),0.00,"98,221.97"
,Other Income,12/30/2025,Invoice,2628,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),0.00,"98,221.97"
Total for Other Income,,,,,,,,"$98,221.97",
Pest Control Services,,,,,,,,,
,Pest Control Services,01/01/2023,Sales Receipt,1423,Welch Inc,,Undeposited Funds,35.00,35.00
,Pest Control Services,01/02/2023,Invoice,1421,"Willms, Ratke and Little",,Accounts Receivable (A/R),280.00,315.00
,Pest Control Services,01/08/2023,Invoice,1415,Hand LLC,,Accounts Receivable (A/R),315.00,630.00
,Pest Control Services,01/29/2023,Invoice,1410,Kub and Sons,,Accounts Receivable (A/R),105.00,735.00
,Pest Control Services,02/06/2023,Invoice,1444,Watsica-Gottlieb,,Accounts Receivable (A/R),175.00,910.00
,Pest Control Services,02/09/2023,Invoice,1449,Ebert-Krajcik,,Accounts Receivable (A/R),245.00,"1,155.00"
,Pest Control Services,02/10/2023,Sales Receipt,1453,"Stokes, Murray and Wolff",,Undeposited Funds,35.00,"1,190.00"
,Pest Control Services,02/26/2023,Deposit,,,,Checking,"5,155.13","6,345.13"
,Pest Control Services,03/09/2023,Invoice,1473,Baumbach-Botsford,,Accounts Receivable (A/R),350.00,"6,695.13"
,Pest Control Services,03/11/2023,Invoice,1467,Fadel-Oberbrunner,,Accounts Receivable (A/R),280.00,"6,975.13"
,Pest Control Services,03/12/2023,Sales Receipt,1481,"Langworth, Nolan and Harris",,Undeposited Funds,35.00,"7,010.13"
,Pest Control Services,03/24/2023,Invoice,1471,Mohr-Koch,,Accounts Receivable (A/R),210.00,"7,220.13"
,Pest Control Services,04/07/2023,Sales Receipt,1509,"Lindgren, Wiegand and White",,Undeposited Funds,35.00,"7,255.13"
,Pest Control Services,04/08/2023,Invoice,1488,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),210.00,"7,465.13"
