Journal,,,,,,,,
Sandbox Company_US_2,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,

,Transaction date,Transaction type,Num,Name,Memo/Description,Full name,Debit,Credit
Total for 4240,,,,,,,"$1,155.33","$1,155.33"
4271,,,,,,,,
,03/29/2025,Payment,,Kub and Sons,,Undeposited Funds,750.00,
,03/29/2025,Payment,,Kub and Sons,,Accounts Receivable (A/R),,750.00
Total for 4271,,,,,,,$750.00,$750.00
4292,,,,,,,,
,03/29/2025,Deposit,,,,Savings,732.89,
,03/29/2025,Deposit,,,,Landscaping Services:Labor:Installation,,732.89
Total for 4292,,,,,,,$732.89,$732.89
4294,,,,,,,,
,03/29/2025,Transfer,,,,Checking,,"4,057.19"
,03/29/2025,Transfer,,,,Savings,"4,057.19",
Total for 4294,,,,,,,"$4,057.19","$4,057.19"
4260,,,,,,,,
,03/30/2025,Payment,,"Lindgren, Wiegand and White",,Undeposited Funds,389.87,
,03/30/2025,Payment,,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),,389.87
Total for 4260,,,,,,,$389.87,$389.87
4275,,,,,,,,
,03/30/2025,Bill Payment (Check),,Bashirian and Sons,,Checking,,"2,323.73"
,03/30/2025,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"2,323.73",
Total for 4275,,,,,,,"$2,323.73","$2,323.73"
4226,,,,,,,,
,03/31/2025,Sales Receipt,2300,Huels Group,,Undeposited Funds,0.00,
,03/31/2025,Sales Receipt,2300,Huels Group,,Services,0.00,
Total for 4226,,,,,,,$0.00,
4282,,,,,,,,
,03/31/2025,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Savings,,"1,590.73"
,03/31/2025,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Accounts Payable (A/P),"1,590.73",
Total for 4282,,,,,,,"$1,590.73","$1,590.73"
4283,,,,,,,,
,03/31/2025,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Savings,,786.01
,03/31/2025,Bill Payment (Check),,"D'Amore, Brakus and Koch",,Accounts Payable (A/P),786.01,
Total for 4283,,,,,,,$786.01,$786.01
4313,,,,,,,,
,04/01/2025,Invoice,2318,Bergstrom LLC,,Accounts Receivable (A/R),0.00,
,04/01/2025,Invoice,2318,Bergstrom LLC,,Services,0.00,
,04/01/2025,Invoice,2318,Bergstrom LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4313,,,,,,,$0.00,
4349,,,,,,,,
,04/01/2025,Bill,,Lubowitz LLC,,Accounts Payable (A/P),,"2,131.99"
,04/01/2025,Bill,,Lubowitz LLC,,Advertising,"2,131.99",
Total for 4349,,,,,,,"$2,131.99","$2,131.99"
4385,,,,,,,,
,04/01/2025,Payment,,Mohr-Koch,,Undeposited Funds,902.28,
,04/01/2025,Payment,,Mohr-Koch,,Accounts Receivable (A/R),,902.28
Total for 4385,,,,,,,$902.28,$902.28
4354,,,,,,,,
,04/02/2025,Bill,,Blanda LLC,,Accounts Payable (A/P),,"1,725.22"
,04/02/2025,Bill,,Blanda LLC,,Stationery & Printing,"1,725.22",
Total for 4354,,,,,,,"$1,725.22","$1,725.22"
4379,,,,,,,,
,04/02/2025,Payment,,Shanahan LLC,,Undeposited Funds,105.00,
,04/02/2025,Payment,,Shanahan LLC,,Accounts Receivable (A/R),,105.00
Total for 4379,,,,,,,$105.00,$105.00
4308,,,,,,,,
,04/03/2025,Invoice,2313,"Crooks, Pollich and Mertz",,Accounts Receivable (A/R),300.00,
,04/03/2025,Invoice,2313,"Crooks, Pollich and Mertz",,Landscaping Services:Labor:Installation,,300.00
Total for 4308,,,,,,,$300.00,$300.00
4388,,,,,,,,
,04/03/2025,Payment,,"Wehner, O'Conner and Bashirian",,Undeposited Funds,400.00,
,04/03/2025,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),,400.00
Total for 4388,,,,,,,$400.00,$400.00
4306,,,,,,,,
,04/04/2025,Invoice,2311,Morar-Ernser,,Accounts Receivable (A/R),470.00,
,04/04/2025,Invoice,2311,Morar-Ernser,,Landscaping Services,,245.00
,04/04/2025,Invoice,2311,Morar-Ernser,,Design income,,225.00
,04/04/2025,Invoice,2311,Morar-Ernser,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4306,,,,,,,$470.00,$470.00
4310,,,,,,,,
,04/04/2025,Invoice,2315,Hammes LLC,,Accounts Receivable (A/R),750.00,
,04/04/2025,Invoice,2315,Hammes LLC,,Services,0.00,
,04/04/2025,Invoice,2315,Hammes LLC,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,04/04/2025,Invoice,2315,Hammes LLC,,Design income,,750.00
Total for 4310,,,,,,,$750.00,$750.00
4322,,,,,,,,
,04/04/2025,Sales Receipt,2326,Johnston-Berge,,Undeposited Funds,0.00,
,04/04/2025,Sales Receipt,2326,Johnston-Berge,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4322,,,,,,,$0.00,
4327,,,,,,,,
,04/04/2025,Sales Receipt,2331,"Romaguera, Heller and Mertz",,Undeposited Funds,0.00,
,04/04/2025,Sales Receipt,2331,"Romaguera, Heller and Mertz",,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4327,,,,,,,$0.00,
4382,,,,,,,,
,04/04/2025,Payment,,Bahringer Inc,,Undeposited Funds,35.00,
,04/04/2025,Payment,,Bahringer Inc,,Accounts Receivable (A/R),,35.00
Total for 4382,,,,,,,$35.00,$35.00
4384,,,,,,,,
,04/04/2025,Payment,,"Thiel, Keeling and O'Keefe",,Undeposited Funds,415.88,
,04/04/2025,Payment,,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),,415.88
Total for 4384,,,,,,,$415.88,$415.88
4300,,,,,,,,
,04/05/2025,Invoice,2305,Sauer Group,,Accounts Receivable (A/R),150.00,
,04/05/2025,Invoice,2305,Sauer Group,,Landscaping Services:Labor:Installation,,150.00
,04/05/2025,Invoice,2305,Sauer Group,,Landscaping Services,0.00,
,04/05/2025,Invoice,2305,Sauer Group,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4300,,,,,,,$150.00,$150.00
4324,,,,,,,,
,04/05/2025,Sales Receipt,2328,Schoen-O'Reilly,,Undeposited Funds,10.00,
,04/05/2025,Sales Receipt,2328,Schoen-O'Reilly,,Landscaping Services:Job Materials:Plants and Soil,,10.00
Total for 4324,,,,,,,$10.00,$10.00
4353,,,,,,,,
,04/05/2025,Bill,,Pfannerstill Group,,Accounts Payable (A/P),,433.68
,04/05/2025,Bill,,Pfannerstill Group,,Purchases,433.68,
Total for 4353,,,,,,,$433.68,$433.68
4356,,,,,,,,
,04/05/2025,Expense,,,,Savings,,452.22
,04/05/2025,Expense,,,,Maintenance and Repair:Building Repairs,452.22,
Total for 4356,,,,,,,$452.22,$452.22
4396,,,,,,,,
,04/05/2025,Bill Payment (Check),,Murray Group,,Checking,,681.94
,04/05/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),681.94,
Total for 4396,,,,,,,$681.94,$681.94
4401,,,,,,,,
,04/05/2025,Credit Memo,2338,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,
,04/05/2025,Credit Memo,2338,"Willms, Ratke and Little",,Services,0.00,
Total for 4401,,,,,,,$0.00,
4402,,,,,,,,
,04/05/2025,Credit Memo,2339,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),,35.00
,04/05/2025,Credit Memo,2339,"Wehner, O'Conner and Bashirian",,Landscaping Services,35.00,
Total for 4402,,,,,,,$35.00,$35.00
4406,,,,,,,,
,04/05/2025,Deposit,,,,Checking,"27,519.02",
,04/05/2025,Deposit,,,,Refunds-Allowances,,"27,519.02"
Total for 4406,,,,,,,"$27,519.02","$27,519.02"
4417,,,,,,,,
,04/05/2025,Journal Entry,,,,Taxes & Licenses,"3,056.24",
,04/05/2025,Journal Entry,,,,Checking,,"3,056.24"
Total for 4417,,,,,,,"$3,056.24","$3,056.24"
4302,,,,,,,,
,04/06/2025,Invoice,2307,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),150.00,
,04/06/2025,Invoice,2307,"Langworth, Nolan and Harris",,Design income,,150.00
,04/06/2025,Invoice,2307,"Langworth, Nolan and Harris",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4302,,,,,,,$150.00,$150.00
4319,,,,,,,,
,04/06/2025,Invoice,2323,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),175.00,
,04/06/2025,Invoice,2323,"Lindgren, Wiegand and White",,Landscaping Services:Job Materials:Plants and Soil,0.00,
,04/06/2025,Invoice,2323,"Lindgren, Wiegand and White",,Services,0.00,
,04/06/2025,Invoice,2323,"Lindgren, Wiegand and White",,Landscaping Services,,175.00
Total for 4319,,,,,,,$175.00,$175.00
4374,,,,,,,,
,04/07/2025,Payment,,Fadel-Oberbrunner,,Undeposited Funds,161.82,
,04/07/2025,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),,161.82
Total for 4374,,,,,,,$161.82,$161.82
4387,,,,,,,,
,04/07/2025,Payment,,Baumbach-Botsford,,Undeposited Funds,553.95,
,04/07/2025,Payment,,Baumbach-Botsford,,Accounts Receivable (A/R),,553.95
Total for 4387,,,,,,,$553.95,$553.95
4398,,,,,,,,
,04/07/2025,Bill Payment (Check),,Kulas Group,,Checking,,986.51
,04/07/2025,Bill Payment (Check),,Kulas Group,,Accounts Payable (A/P),986.51,
Total for 4398,,,,,,,$986.51,$986.51
4328,,,,,,,,
,04/08/2025,Sales Receipt,2332,Grant and Sons,,Undeposited Funds,0.00,
,04/08/2025,Sales Receipt,2332,Grant and Sons,,Services,0.00,
Total for 4328,,,,,,,$0.00,
4346,,,,,,,,
,04/09/2025,Bill,,Ullrich-Dach,,Accounts Payable (A/P),,327.80
,04/09/2025,Bill,,Ullrich-Dach,,Job Expenses:Job Materials,327.80,
Total for 4346,,,,,,,$327.80,$327.80
4350,,,,,,,,
,04/09/2025,Bill,,Hahn Group,,Accounts Payable (A/P),,"1,585.52"
,04/09/2025,Bill,,Hahn Group,,Maintenance and Repair:Computer Repairs,"1,585.52",
Total for 4350,,,,,,,"$1,585.52","$1,585.52"
4355,,,,,,,,
,04/09/2025,Expense,,,,Savings,,163.54
,04/09/2025,Expense,,,,Purchases,163.54,
Total for 4355,,,,,,,$163.54,$163.54
4364,,,,,,,,
,04/09/2025,Expense,,,,Savings,,24.70
,04/09/2025,Expense,,,,Job Expenses,24.70,
Total for 4364,,,,,,,$24.70,$24.70
4376,,,,,,,,
,04/09/2025,Payment,,Glover-Pfannerstill,,Undeposited Funds,575.00,
,04/09/2025,Payment,,Glover-Pfannerstill,,Accounts Receivable (A/R),,575.00
Total for 4376,,,,,,,$575.00,$575.00
4395,,,,,,,,
,04/09/2025,Bill Payment (Check),,Moore Group,,Checking,,"1,361.29"
,04/09/2025,Bill Payment (Check),,Moore Group,,Accounts Payable (A/P),"1,361.29",
Total for 4395,,,,,,,"$1,361.29","$1,361.29"
4318,,,,,,,,
,04/10/2025,Invoice,2322,Becker-Adams,,Accounts Receivable (A/R),350.00,
,04/10/2025,Invoice,2322,Becker-Adams,,Landscaping Services,,350.00
,04/10/2025,Invoice,2322,Becker-Adams,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/10/2025,Invoice,2322,Becker-Adams,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4318,,,,,,,$350.00,$350.00
4326,,,,,,,,
,04/10/2025,Sales Receipt,2330,"Lynch, Ziemann and Wehner",,Undeposited Funds,75.00,
,04/10/2025,Sales Receipt,2330,"Lynch, Ziemann and Wehner",,Design income,,75.00
Total for 4326,,,,,,,$75.00,$75.00
4333,,,,,,,,
,04/10/2025,Sales Receipt,2337,Runte-Breitenberg,,Undeposited Funds,10.00,
,04/10/2025,Sales Receipt,2337,Runte-Breitenberg,,Landscaping Services:Job Materials:Plants and Soil,,10.00
Total for 4333,,,,,,,$10.00,$10.00
4344,,,,,,,,
,04/10/2025,Bill,,Hahn Group,,Accounts Payable (A/P),,275.96
,04/10/2025,Bill,,Hahn Group,,Maintenance and Repair:Building Repairs,275.96,
Total for 4344,,,,,,,$275.96,$275.96
4378,,,,,,,,
,04/10/2025,Payment,,"Kiehn, Franecki and Nicolas",,Undeposited Funds,105.00,
,04/10/2025,Payment,,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),,105.00
Total for 4378,,,,,,,$105.00,$105.00
4317,,,,,,,,
,04/11/2025,Invoice,2321,Ortiz-Rogahn,,Accounts Receivable (A/R),375.00,
,04/11/2025,Invoice,2321,Ortiz-Rogahn,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/11/2025,Invoice,2321,Ortiz-Rogahn,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/11/2025,Invoice,2321,Ortiz-Rogahn,,Design income,,375.00
Total for 4317,,,,,,,$375.00,$375.00
4320,,,,,,,,
,04/11/2025,Invoice,2324,Romaguera and Sons,,Accounts Receivable (A/R),400.00,
,04/11/2025,Invoice,2324,Romaguera and Sons,,Landscaping Services:Labor:Installation,,150.00
,04/11/2025,Invoice,2324,Romaguera and Sons,,Landscaping Services:Labor:Installation,,250.00
,04/11/2025,Invoice,2324,Romaguera and Sons,,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4320,,,,,,,$400.00,$400.00
4321,,,,,,,,
,04/11/2025,Invoice,2325,Skiles Inc,,Accounts Receivable (A/R),350.00,
,04/11/2025,Invoice,2325,Skiles Inc,,Pest Control Services,,350.00
Total for 4321,,,,,,,$350.00,$350.00
4345,,,,,,,,
,04/11/2025,Bill,,Trantow-Buckridge,,Accounts Payable (A/P),,"1,169.33"
,04/11/2025,Bill,,Trantow-Buckridge,,Job Expenses:Equipment Rental,"1,169.33",
Total for 4345,,,,,,,"$1,169.33","$1,169.33"
4393,,,,,,,,
,04/11/2025,Bill Payment (Check),,Ullrich-Dach,,Savings,,"1,315.90"
,04/11/2025,Bill Payment (Check),,Ullrich-Dach,,Accounts Payable (A/P),"1,315.90",
Total for 4393,,,,,,,"$1,315.90","$1,315.90"
4323,,,,,,,,
,04/12/2025,Sales Receipt,2327,Krajcik Inc,,Undeposited Funds,0.00,
,04/12/2025,Sales Receipt,2327,Krajcik Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4323,,,,,,,$0.00,
4331,,,,,,,,
,04/12/2025,Sales Receipt,2335,Prohaska LLC,,Undeposited Funds,35.00,
,04/12/2025,Sales Receipt,2335,Prohaska LLC,,Landscaping Services,,35.00
Total for 4331,,,,,,,$35.00,$35.00
4362,,,,,,,,
,04/12/2025,Expense,,,,Checking,,117.42
,04/12/2025,Expense,,,,Maintenance and Repair,117.42,
Total for 4362,,,,,,,$117.42,$117.42
4371,,,,,,,,
,04/12/2025,Payment,,"Wehner, O'Conner and Bashirian",,Undeposited Funds,131.33,
,04/12/2025,Payment,,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),,131.33
Total for 4371,,,,,,,$131.33,$131.33
4404,,,,,,,,
,04/12/2025,Vendor Credit,,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),355.21,
,04/12/2025,Vendor Credit,,"Berge, Lueilwitz and Sanford",,Purchases,,355.21
Total for 4404,,,,,,,$355.21,$355.21
4352,,,,,,,,
,04/13/2025,Bill,,Bailey-Ruecker,,Accounts Payable (A/P),,756.45
,04/13/2025,Bill,,Bailey-Ruecker,,Automobile,756.45,
Total for 4352,,,,,,,$756.45,$756.45
4380,,,,,,,,
,04/13/2025,Payment,,Becker-Adams,,Undeposited Funds,207.36,
,04/13/2025,Payment,,Becker-Adams,,Accounts Receivable (A/R),,207.36
Total for 4380,,,,,,,$207.36,$207.36
4381,,,,,,,,
,04/13/2025,Payment,,Prohaska LLC,,Undeposited Funds,157.46,
,04/13/2025,Payment,,Prohaska LLC,,Accounts Receivable (A/R),,157.46
Total for 4381,,,,,,,$157.46,$157.46
4299,,,,,,,,
,04/14/2025,Invoice,2304,"Thiel, Keeling and O'Keefe",,Accounts Receivable (A/R),0.00,
,04/14/2025,Invoice,2304,"Thiel, Keeling and O'Keefe",,Other Income,0.00,
,04/14/2025,Invoice,2304,"Thiel, Keeling and O'Keefe",,Services,0.00,
Total for 4299,,,,,,,$0.00,
4340,,,,,,,,
,04/14/2025,Bill,,"Yundt, Torp and Stoltenberg",,Accounts Payable (A/P),,819.28
,04/14/2025,Bill,,"Yundt, Torp and Stoltenberg",,Job Expenses:Job Materials:Sprinklers and Drip Systems,819.28,
Total for 4340,,,,,,,$819.28,$819.28
4361,,,,,,,,
,04/14/2025,Expense,,,,Savings,,"2,952.16"
,04/14/2025,Expense,,,,Maintenance and Repair:Computer Repairs,"2,952.16",
Total for 4361,,,,,,,"$2,952.16","$2,952.16"
4383,,,,,,,,
,04/14/2025,Payment,,Krajcik Inc,,Undeposited Funds,175.00,
,04/14/2025,Payment,,Krajcik Inc,,Accounts Receivable (A/R),,175.00
Total for 4383,,,,,,,$175.00,$175.00
4412,,,,,,,,
,04/14/2025,Transfer,,,,Checking,,"4,932.38"
,04/14/2025,Transfer,,,,Savings,"4,932.38",
Total for 4412,,,,,,,"$4,932.38","$4,932.38"
4311,,,,,,,,
,04/15/2025,Invoice,2316,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),0.00,
,04/15/2025,Invoice,2316,"Wehner, O'Conner and Bashirian",,Services,0.00,
,04/15/2025,Invoice,2316,"Wehner, O'Conner and Bashirian",,Landscaping Services:Job Materials:Plants and Soil,0.00,
Total for 4311,,,,,,,$0.00,
4347,,,,,,,,
,04/15/2025,Bill,,Kessler Inc,,Accounts Payable (A/P),,"1,954.97"
,04/15/2025,Bill,,Kessler Inc,,Job Expenses:Job Materials:Plants and Soil,"1,954.97",
Total for 4347,,,,,,,"$1,954.97","$1,954.97"
4360,,,,,,,,
,04/15/2025,Expense,,,,Checking,,"1,467.54"
,04/15/2025,Expense,,,,Maintenance and Repair:Equipment Repairs,"1,467.54",
Total for 4360,,,,,,,"$1,467.54","$1,467.54"
4386,,,,,,,,
,04/15/2025,Payment,,"Glover, Bode and Raynor",,Undeposited Funds,592.09,
,04/15/2025,Payment,,"Glover, Bode and Raynor",,Accounts Receivable (A/R),,592.09
Total for 4386,,,,,,,$592.09,$592.09
4403,,,,,,,,
,04/15/2025,Vendor Credit,,Weber and Sons,,Accounts Payable (A/P),132.22,
,04/15/2025,Vendor Credit,,Weber and Sons,,Commissions & fees,,132.22
Total for 4403,,,,,,,$132.22,$132.22
4332,,,,,,,,
,04/16/2025,Sales Receipt,2336,Welch Inc,,Undeposited Funds,0.00,
,04/16/2025,Sales Receipt,2336,Welch Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 4332,,,,,,,$0.00,
4373,,,,,,,,
,04/16/2025,Payment,,Huels Group,,Undeposited Funds,571.87,
,04/16/2025,Payment,,Huels Group,,Accounts Receivable (A/R),,571.87
Total for 4373,,,,,,,$571.87,$571.87
4394,,,,,,,,
,04/16/2025,Bill Payment (Check),,Murray Group,,Checking,,578.66
,04/16/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),578.66,
Total for 4394,,,,,,,$578.66,$578.66
4411,,,,,,,,
,04/16/2025,Transfer,,,,Checking,,"2,906.83"
,04/16/2025,Transfer,,,,Savings,"2,906.83",
Total for 4411,,,,,,,"$2,906.83","$2,906.83"
4309,,,,,,,,
,04/17/2025,Invoice,2314,Bahringer Inc,,Accounts Receivable (A/R),90.00,
,04/17/2025,Invoice,2314,Bahringer Inc,,Services,0.00,
,04/17/2025,Invoice,2314,Bahringer Inc,,Landscaping Services:Job Materials:Plants and Soil,,90.00
Total for 4309,,,,,,,$90.00,$90.00
4389,,,,,,,,
,04/17/2025,Bill Payment (Check),,Marquardt-Erdman,,Checking,,"2,014.93"
,04/17/2025,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),"2,014.93",
Total for 4389,,,,,,,"$2,014.93","$2,014.93"
4400,,,,,,,,
,04/17/2025,Bill Payment (Check),,Blanda LLC,,Savings,,"1,406.24"
,04/17/2025,Bill Payment (Check),,Blanda LLC,,Accounts Payable (A/P),"1,406.24",
Total for 4400,,,,,,,"$1,406.24","$1,406.24"
4408,,,,,,,,
,04/17/2025,Deposit,,,,Savings,996.21,
,04/17/2025,Deposit,,,,Uncategorized Income,,996.21
Total for 4408,,,,,,,$996.21,$996.21
4410,,,,,,,,
,04/17/2025,Deposit,,,,Savings,"10,174.49",
,04/17/2025,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,,"10,174.49"
Total for 4410,,,,,,,"$10,174.49","$10,174.49"
4413,,,,,,,,
,04/17/2025,Journal Entry,,,,Job Expenses:Job Materials:Fountain and Garden Lighting,828.31,
,04/17/2025,Journal Entry,,,,Checking,,828.31
Total for 4413,,,,,,,$828.31,$828.31
4342,,,,,,,,
,04/18/2025,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,717.50
,04/18/2025,Bill,,Bashirian and Sons,,Job Expenses:Job Materials:Plants and Soil,717.50,
Total for 4342,,,,,,,$717.50,$717.50
4363,,,,,,,,
,04/18/2025,Expense,,,,Savings,,27.55
,04/18/2025,Expense,,,,Rent or Lease,27.55,
Total for 4363,,,,,,,$27.55,$27.55
4392,,,,,,,,
,04/18/2025,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Savings,,"1,713.68"
,04/18/2025,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),"1,713.68",
Total for 4392,,,,,,,"$1,713.68","$1,713.68"
4397,,,,,,,,
,04/18/2025,Bill Payment (Check),,Gislason LLC,,Checking,,"1,545.74"
,04/18/2025,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),"1,545.74",
Total for 4397,,,,,,,"$1,545.74","$1,545.74"
4405,,,,,,,,
,04/18/2025,Deposit,,,,Savings,"2,488.88",
,04/18/2025,Deposit,,,,Interest Earned,,"2,488.88"
Total for 4405,,,,,,,"$2,488.88","$2,488.88"
4409,,,,,,,,
,04/18/2025,Deposit,,,,Savings,"1,425.53",
,04/18/2025,Deposit,,,,Billable Expense Income,,"1,425.53"
Total for 4409,,,,,,,"$1,425.53","$1,425.53"
4325,,,,,,,,
,04/19/2025,Sales Receipt,2329,"Thiel, Keeling and O'Keefe",,Undeposited Funds,35.00,
,04/19/2025,Sales Receipt,2329,"Thiel, Keeling and O'Keefe",,Landscaping Services,,35.00
Total for 4325,,,,,,,$35.00,$35.00
4329,,,,,,,,
,04/19/2025,Sales Receipt,2333,Ebert-Krajcik,,Undeposited Funds,0.00,
,04/19/2025,Sales Receipt,2333,Ebert-Krajcik,,Services,0.00,
Total for 4329,,,,,,,$0.00,
4330,,,,,,,,
,04/19/2025,Sales Receipt,2334,Nienow-Mitchell,,Undeposited Funds,35.00,
,04/19/2025,Sales Receipt,2334,Nienow-Mitchell,,Pest Control Services,,35.00
Total for 4330,,,,,,,$35.00,$35.00
4304,,,,,,,,
,04/20/2025,Invoice,2309,Runte-Breitenberg,,Accounts Receivable (A/R),0.00,
,04/20/2025,Invoice,2309,Runte-Breitenberg,,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 4304,,,,,,,$0.00,
4312,,,,,,,,
,04/20/2025,Invoice,2317,"Lehner, Hane and Borer",,Accounts Receivable (A/R),450.00,
,04/20/2025,Invoice,2317,"Lehner, Hane and Borer",,Design income,,450.00
,04/20/2025,Invoice,2317,"Lehner, Hane and Borer",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/20/2025,Invoice,2317,"Lehner, Hane and Borer",,Other Income,0.00,
Total for 4312,,,,,,,$450.00,$450.00
4359,,,,,,,,
,04/20/2025,Expense,,,,Checking,,944.01
,04/20/2025,Expense,,,,Miscellaneous,944.01,
Total for 4359,,,,,,,$944.01,$944.01
4415,,,,,,,,
,04/20/2025,Journal Entry,,,,Depreciation,"1,109.29",
,04/20/2025,Journal Entry,,,,Savings,,"1,109.29"
Total for 4415,,,,,,,"$1,109.29","$1,109.29"
4305,,,,,,,,
,04/22/2025,Invoice,2310,Bergstrom LLC,,Accounts Receivable (A/R),175.00,
,04/22/2025,Invoice,2310,Bergstrom LLC,,Landscaping Services:Job Materials:Plants and Soil,0.00,
,04/22/2025,Invoice,2310,Bergstrom LLC,,Pest Control Services,,175.00
Total for 4305,,,,,,,$175.00,$175.00
4307,,,,,,,,
,04/22/2025,Invoice,2312,"Willms, Ratke and Little",,Accounts Receivable (A/R),100.00,
,04/22/2025,Invoice,2312,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/22/2025,Invoice,2312,"Willms, Ratke and Little",,Landscaping Services:Labor:Installation,,100.00
,04/22/2025,Invoice,2312,"Willms, Ratke and Little",,Services,0.00,
Total for 4307,,,,,,,$100.00,$100.00
4414,,,,,,,,
,04/22/2025,Journal Entry,,,,Job Expenses:Job Materials:Fountain and Garden Lighting,180.51,
,04/22/2025,Journal Entry,,,,Checking,,180.51
Total for 4414,,,,,,,$180.51,$180.51
4303,,,,,,,,
,04/23/2025,Invoice,2308,"Wehner, O'Conner and Bashirian",,Accounts Receivable (A/R),280.00,
,04/23/2025,Invoice,2308,"Wehner, O'Conner and Bashirian",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,04/23/2025,Invoice,2308,"Wehner, O'Conner and Bashirian",,Services,0.00,
,04/23/2025,Invoice,2308,"Wehner, O'Conner and Bashirian",,Landscaping Services,,280.00
Total for 4303,,,,,,,$280.00,$280.00
4341,,,,,,,,
,04/23/2025,Bill,,Cole Group,,Accounts Payable (A/P),,"1,673.20"
,04/23/2025,Bill,,Cole Group,,Job Expenses:Permits,"1,673.20",
Total for 4341,,,,,,,"$1,673.20","$1,673.20"
4348,,,,,,,,
,04/23/2025,Bill,,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),,"1,354.14"
,04/23/2025,Bill,,"Berge, Lueilwitz and Sanford",,Penalties & Settlements,"1,354.14",
Total for 4348,,,,,,,"$1,354.14","$1,354.14"
4416,,,,,,,,
,04/23/2025,Journal Entry,,,,Stationery & Printing,"2,283.29",
,04/23/2025,Journal Entry,,,,Checking,,"2,283.29"
Total for 4416,,,,,,,"$2,283.29","$2,283.29"
4343,,,,,,,,
,04/24/2025,Bill,,Ortiz-Beatty,,Accounts Payable (A/P),,273.66
,04/24/2025,Bill,,Ortiz-Beatty,,Maintenance and Repair,273.66,
Total for 4343,,,,,,,$273.66,$273.66
4375,,,,,,,,
,04/24/2025,Payment,,Schoen-O'Reilly,,Undeposited Funds,245.00,
,04/24/2025,Payment,,Schoen-O'Reilly,,Accounts Receivable (A/R),,245.00
Total for 4375,,,,,,,$245.00,$245.00
4390,,,,,,,,
,04/24/2025,Bill Payment (Check),,Schamberger-Schamberger,,Checking,,"1,511.83"
,04/24/2025,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"1,511.83",
Total for 4390,,,,,,,"$1,511.83","$1,511.83"
4316,,,,,,,,
,04/25/2025,Invoice,2320,Greenholt-Cassin,,Accounts Receivable (A/R),150.00,
,04/25/2025,Invoice,2320,Greenholt-Cassin,,Landscaping Services,0.00,
,04/25/2025,Invoice,2320,Greenholt-Cassin,,Landscaping Services:Labor:Installation,,150.00
Total for 4316,,,,,,,$150.00,$150.00
4372,,,,,,,,
,04/25/2025,Payment,,Skiles Inc,,Undeposited Funds,964.88,
,04/25/2025,Payment,,Skiles Inc,,Accounts Receivable (A/R),,964.88
Total for 4372,,,,,,,$964.88,$964.88
4399,,,,,,,,
